date,weekNum,stateNum,stateText,descText
20251220,6,1,休息日,正常休息日(周末)
20251221,7,1,休息日,正常休息日(周末)
20251222,1,0,工作日,正常工作日
20251223,2,0,工作日,正常工作日
20251224,3,0,工作日,正常工作日
20251225,4,0,工作日,正常工作日
20251226,5,0,工作日,正常工作日
20251227,6,1,休息日,正常休息日(周末)
20251228,7,1,休息日,正常休息日(周末)
20251229,1,0,工作日,正常工作日
20251230,2,0,工作日,正常工作日
20251231,3,0,工作日,正常工作日
